titol,url,estat,pdfs,Accés al tràmit,Altres requisits,Data de la prova,Expedient,Finalització de presentació de sol·licituds,Grup de titulació o assimilat,Identificador,Inici de presentació de sol·licituds,Matèries,Observacions,Sistema de selecció,Tipus de personal,Titulació requerida,Torn reservat,Web de l'ens convocant
1 plaça d'Analista de dades,https://cido.diba.cat/oposicions/21172274/1-placa-danalista-de-dades-universitat-oberta-de-catalunya-uoc,Termini obert,"https://selection.uoc.edu/web/offersjob/offerdetails.aspx?offerID=D8117943DCCBAF8A92E18CDB1521F40876B8EE5972474168B1C87F91219F8480, https://tauler.seu-e.cat/detall?idEns=18&idEdicte=618094",https://selection.uoc.edu/web/profile/login.aspx,,,,07/04/2026 - Termini anterior: 13/03/2026,A - Grau universitari,20260227O82,27/02/2026,"Administració especial sense especificar, Anàlisi / Programació",,Concurs o valoració de mèrits,Laboral temporal,Vegeu les bases,,https://selection.uoc.edu/web/offersjob/offers.aspx?y=PP
1 plaça de Tècnic de govern TIC,https://cido.diba.cat/oposicions/21283918/1-placa-de-tecnic-de-govern-tic-universitat-oberta-de-catalunya-uoc,Termini obert,https://tauler.seu-e.cat/detall?idEns=18&idEdicte=618096,https://selection.uoc.edu/web/profile/login.aspx,"Català, castellà i anglès",,,03/04/2026,A - Grau universitari,20260319O100,,"Administració especial sense especificar, Noves tecnologies",,Concurs o valoració de mèrits,Laboral,Formació universitària superior,,https://selection.uoc.edu/web/offersjob/offers.aspx?y=PP
1 plaça d'Enginyer d'IA (AI Platform & Solutions Engineer),https://cido.diba.cat/oposicions/21142740/1-placa-denginyer-dia-ai-platform-solutions-engineer-universitat-oberta-de-catalunya-uoc,Termini obert,"https://selection.uoc.edu/web/offersjob/offerdetails.aspx?offerID=E9075B6B264ED7D09DF4D5CA993EE5BAAB86A6A3F8FD6F696A8796055AF9D6BF, https://tauler.seu-e.cat/detall?idEns=18&idEdicte=618097",https://selection.uoc.edu/web/profile/login.aspx,,,,07/04/2026 - Termini anterior: 13/03/2026,A - Grau universitari,20260224O61,,"Enginyeria sense especificar, Informàtica",,Concurs o valoració de mèrits,Laboral,Vegeu les bases,,https://selection.uoc.edu/web/offersjob/offers.aspx?y=PP
1 plaça de Computational Biology Systems Researcher (R2),https://cido.diba.cat/oposicions/21275846/1-placa-de-computational-biology-systems-researcher-r2-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/13826lscbr2,https://www.bsc.es/ca/join-us/job-opportunities/13826lscbr2,Anglès,,138_26_LS_CB_R2,05/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260318O50,,"Biologia, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat en informàtica, bioinformàtica, biologia o una disciplina similar, amb una sòlida formació en biologia computacional",,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de Research Software Developer - Network Contextualisation Algorithms (Hinxton),https://cido.diba.cat/oposicions/21279001/1-placa-de-research-software-developer-network-contextualisation-algorithms-hinxton-consorci-parc-de-recerca-biomedica-de-barcelona-prbb-european-molecular-biology-laboratory-embl,Termini obert,https://embl.wd103.myworkdayjobs.com/en-US/EMBL/job/Hinxton-Cambridgeshire/Research-Software-Developer---Network-Contextualisation-algorithms_JR3520?l=barcelona,https://embl.wd103.myworkdayjobs.com/en-US/EMBL/job/Hinxton-Cambridgeshire/Research-Software-Developer---Network-Contextualisation-algorithms_JR3520/apply?l=barcelona,,,JR3520,31/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260317O143,,"Administració especial sense especificar, Biologia, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat (o experiència equivalent) en informàtica, biologia computacional, bioinformàtica, matemàtiques aplicades o una disciplina quantitativa relacionada",,https://embl.wd103.myworkdayjobs.com/EMBL?l=barcelona
1 plaça de Senior research software developer - Prior Knowledge Integration & Network Biology Platform (Hinxton),https://cido.diba.cat/oposicions/21279005/1-placa-de-senior-research-software-developer-prior-knowledge-integration-network-biology-platform-hinxton-consorci-parc-de-recerca-biomedica-de-barcelona-prbb-european-molecular-biology-laboratory-embl,Termini obert,https://embl.wd103.myworkdayjobs.com/en-US/EMBL/job/Hinxton-Cambridgeshire/Senior-Research-Software-Developer---Prior-Knowledge-Integration---Network-Biology-Platform_JR3521-1?l=barcelona,https://embl.wd103.myworkdayjobs.com/en-US/EMBL/job/Hinxton-Cambridgeshire/Senior-Research-Software-Developer---Prior-Knowledge-Integration---Network-Biology-Platform_JR3521-1/apply?l=barcelona,,,JR3521,31/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260317O144,,"Biologia, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat (o experiència equivalent) en bioinformàtica, biologia computacional, biologia molecular o una disciplina relacionada, amb un fort component computacional",,https://embl.wd103.myworkdayjobs.com/EMBL?l=barcelona
1 plaça de Tècnic de grau mitjà al Departament de Matemàtiques i Informàtica,https://cido.diba.cat/oposicions/21276245/1-placa-de-tecnic-de-grau-mitja-al-departament-de-matematiques-i-informatica-universitat-de-barcelona-ub,Termini obert,https://seu.ub.edu/documentPublic/download/875237,https://www.tramitador.ub.edu/tramits/eTramUB/inici.php?id=21e8f8354e2611866f3154bc35a66d42f6b897a5,,,PI/AFIN/2026/60,01/04/2026 - Termini segons el web de l'ens convocant,A2 - Grau universitari (correspondència amb diplomatures),20260318O57,19/03/2026,"Informàtica. Noves tecnologies, Recerca / Laboratori",Jornada parcial de 20 hores setmanals,Concurs o valoració de mèrits,Laboral temporal,"Titulació universitària de grau mitjà, graduat universitari o equivalent",,https://seu.ub.edu/seupro/contingutPublic/mostrarContingut/796
"1 plaça de Doctorand per a l'autoorganització intercomputacional de la infraestructura de càlcul en xarxes 6G, a la Xarxa de Doctorat NEWTON MSCA",https://cido.diba.cat/oposicions/21276098/1-placa-de-doctorand-per-a-lautoorganitzacio-intercomputacional-de-la-infraestructura-de-calcul-en-xarxes-6g-a-la-xarxa-de-doctorat-newton-msca-universitat-oberta-de-catalunya-uoc,Termini obert,https://tauler.seu-e.cat/detall?idEns=18&idEdicte=617828,https://cv.newton-6g.eu/,Nivell B2 d'anglès,,GA 101227315,18/05/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260318O55,,"Enginyeria sense especificar, Física, Informàtica. Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Màster d'enginyeria elèctrica, informàtica/enginyeria, matemàtiques/física/estadística o un camp relacionat",,https://newton-6g.eu/
1 plaça de Tècnic consultor d'interoperabilitat de sistemes d'informació,https://cido.diba.cat/oposicions/21270476/1-placa-de-tecnic-consultor-dinteroperabilitat-de-sistemes-dinformacio-corporacio-sanitaria-parc-tauli,Termini obert,https://tauler.seu-e.cat/detall?idEns=7515091195&idEdicte=617694,https://tauli.talentclue.com/ca/node/123931701/12623479,Nivell C1 de català,,26_35_IPV_ORGSI_TECM,31/03/2026,A - Grau universitari,20260317O83,,"Enginyeria de telecomunicacions, Enginyeria sense especificar, Informàtica. Noves tecnologies",Plaça 8824 (contracte de substitució fins a cobertura definitiva de la plaça) i plaça 9126 (Contracte de treball temporal de substitució pel termini imprescindible),Concurs o valoració de mèrits,Laboral temporal,"Titulació universitària en enginyeria informàtica o enginyeria de telecomunicacions, o títol d'enginyeria tècnica en informàtica de gestió o de sistemes o formació adequada pel compliment dels requisi",,https://treball.tauli.cat/oportunitats-laborals
1 plaça de Tècnic TIC i de sistemes d'informació (SI),https://cido.diba.cat/oposicions/21271578/1-placa-de-tecnic-tic-i-de-sistemes-dinformacio-si-empresa-municipal-mixta-daigues-de-tarragona-sa-ematsa,Termini obert,https://www.ematsa.cat/convocatoria-de-pers/seleccio-duna-persona-pel-lloc-de-treball-indefinit-de-tecnic-a-de-tic-i-si-per-lempresa-municipal-mixta-daigues-de-tarragona-s-a/,organitzacio@ematsa.cat,Català i castellà / Permís de conduir B,,,06/04/2026,"C2 - ESO, graduat escolar, FP 1r grau, cicles formatius grau mitjà",20260317O85,,Informàtica. Noves tecnologies,,Concurs oposició o valoració de mèrits i prova,Laboral,"Formació mínima de formació professional (FPI), cicle formatiu de grau mitjà (CFGM) en la branca d'informàtica",,https://www.ematsa.cat/coneix-nos/convocatories-de-personal/
1 plaça d'Informàtic en software (Sant Cugat del Vallès),https://cido.diba.cat/oposicions/21268919/1-placa-dinformatic-en-software-sant-cugat-del-valles-generalitat-de-catalunya-centre-dalt-rendiment-esportiu-car,Termini obert,https://documents.dadesobertes.gencat.cat/ofertes-treball/docs/122050.pdf,,Nivell C1 de català,,ESP049-26,31/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260317O75,,"Enginyeria sense especificar, Informàtica. Noves tecnologies","Segons els requisits de participació, té prioritat el personal laboral fix de la Generalitat de Catalunya i, excepcionalment, qualsevol persona que tingui la titulació requerida",Concurs o valoració de mèrits,Laboral temporal,"Grau en enginyeria telemàtica, o en enginyeria informàtica, grau en física, grau en matemàtiques o similar",,https://web.gencat.cat/ca/generalitat/treballar-generalitat/ofertes-treball-temporal
1 plaça de Titulat superior en salut pública al Servei de Salut Maternoinfantil de la Subdirecció General de Promoció de la Salut (Barcelona),https://cido.diba.cat/oposicions/21276444/1-placa-de-titulat-superior-en-salut-publica-al-servei-de-salut-maternoinfantil-de-la-subdireccio-general-de-promocio-de-la-salut-barcelona-generalitat-de-catalunya-departament-de-salut,Termini obert,https://documents.dadesobertes.gencat.cat/ofertes-treball/docs/122033.pdf,https://salutweb.gencat.cat/ca/departament/rrhh26/,Nivell C1 de català,,SLT151-26,27/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260317O123,,"Biologia, Farmàcia, Infermeria, Medi ambient, Noves tecnologies, Química, Sanitat / Medicina, Veterinària","Segons els requisits de participació, té prioritat el personal funcionari de la Generalitat de Catalunya i, excepcionalment, qualsevol persona que tingui la titulació requerida",Concurs o valoració de mèrits,Funcionari interí,Vegeu les bases,,https://web.gencat.cat/ca/generalitat/treballar-generalitat/ofertes-treball-temporal
1 plaça de Wet or dry predoctoral researcher (FPI) at 3D Chromatin Organization Group,https://cido.diba.cat/oposicions/21268419/1-placa-de-wet-or-dry-predoctoral-researcher-fpi-at-3d-chromatin-organization-group-institut-de-recerca-contra-la-leucemia-josep-carreras,Termini obert,https://careers.carrerasresearch.org/jobs/7402423-vac_18_2026-wet-or-dry-predoctoral-researcher-fpi-3d-chromatin-organization-group,https://careers.carrerasresearch.org/jobs/7402423-vac_18_2026-wet-or-dry-predoctoral-researcher-fpi-3d-chromatin-organization-group,Anglès,,VAC_18_2026,27/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260313O149,,"Biologia, Informàtica, Recerca / Laboratori, Sanitat / Medicina",,Concurs o valoració de mèrits,Laboral temporal,"Màster en immunologia, epigenètica, biomedicina, biologia molecular, biologia del càncer o similar; o bioinformàtica o similar",,https://careers.carrerasresearch.org
1 plaça de Tècnic de recerca- Bioinformàtic i anàlisi de dades,https://cido.diba.cat/oposicions/21279516/1-placa-de-tecnic-de-recerca-bioinformatic-i-analisi-de-dades-institut-dinvestigacio-biomedica-de-girona-idibgi,Termini obert,https://idibgi.org/treball/tecnic-a-de-recerca-bioinformatic-a-i-analisi-de-dades/,,,,006-2026,31/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260317O152,,"Biologia, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Màster en bioinformàtica, anàlisi de Dades Òmiques o similars",,https://idibgi.org/treball/
1 plaça de Tècnic de grau mitjà al Departament de Matemàtiques i Informàtica,https://cido.diba.cat/oposicions/21263707/1-placa-de-tecnic-de-grau-mitja-al-departament-de-matematiques-i-informatica-universitat-de-barcelona-ub,Termini obert,https://seu.ub.edu/documentPublic/download/873936,https://www.tramitador.ub.edu/tramits/eTramUB/inici.php?id=21e8f8354e2611866f3154bc35a66d42f6b897a5,,,PI/FBG-AFIN/2026/09,30/03/2026 - Termini segons el web de l'ens convocant,A2 - Grau universitari (correspondència amb diplomatures),20260316O98,17/03/2026,"Informàtica. Noves tecnologies, Recerca / Laboratori",Jornada parcial de 30 hores setmanals,Concurs oposició o valoració de mèrits i prova,Laboral temporal,"Titulació universitària de grau mitjà, grau universitari o equivalent",,https://seu.ub.edu/seupro/contingutPublic/mostrarContingut/796
1 plaça de Tècnic de grau mitjà al Departament de Matemàtiques i Informàtica,https://cido.diba.cat/oposicions/21263678/1-placa-de-tecnic-de-grau-mitja-al-departament-de-matematiques-i-informatica-universitat-de-barcelona-ub,Termini obert,https://seu.ub.edu/seupro/documentPublic/download/873777,https://www.tramitador.ub.edu/tramits/eTramUB/inici.php?id=21e8f8354e2611866f3154bc35a66d42f6b897a5,,,PI/AFIN/2026/57,30/03/2026 - Termini segons el web de l'ens convocant,A2 - Grau universitari (correspondència amb diplomatures),20260316O95,17/03/2026,"Informàtica. Noves tecnologies, Recerca / Laboratori",Jornada parcial de 30 hores setmanals,Concurs oposició o valoració de mèrits i prova,Laboral temporal,"Titulació universitària de grau mitjà, grau universitari o equivalent",,https://seu.ub.edu/seupro/contingutPublic/mostrarContingut/796
1 plaça d'Investigador postdoctoral al Departament d'Enginyeria Informàtica i Matemàtques,https://cido.diba.cat/oposicions/21272126/1-placa-dinvestigador-postdoctoral-al-departament-denginyeria-informatica-i-matematques-universitat-rovira-i-virgili-urv,Termini obert,"https://seuelectronica.urv.cat/media/php/convocatories_downloader.php?fileId=1&registreId=1379&folderId=6, https://seuelectronica.urv.cat/media/php/convocatories_downloader.php?fileId=2&registreId=1379&folderId=6",https://seuelectronica.urv.cat/treballar-a-la-urv/documentacio-pas.html,,,PI26018,27/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260316O127,,"Administració especial sense especificar, Enginyeria sense especificar, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,Doctorat en Enginyeria Informàtica,,https://seuelectronica.urv.cat/treballar-a-la-urv/convocatories-pdi
"1 plaça de Data Specialist for Public Administration Projects, AI Factory, CSSH Lab (RE3)",https://cido.diba.cat/oposicions/21264797/1-placa-de-data-specialist-for-public-administration-projects-ai-factory-cssh-lab-re3-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/13326dircsshre3,https://www.bsc.es/ca/join-us/job-opportunities/13326dircsshre3,Anglès,,133_26_DIR_CSSH_RE3,13/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260313O139,,"Informàtica, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Grau i/o màster en Informàtica, Ciència de Dades, Intel·ligència Artificial, Ciència de la Informació o un camp estretament relacionat",,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de Master student in AI4Land benchmarking (R0),https://cido.diba.cat/oposicions/21264790/1-placa-de-master-student-in-ai4land-benchmarking-r0-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/fellowships/13126escesr0,https://www.bsc.es/ca/join-us/fellowships/13126escesr0,"Català, castellà i anglès",,131_26_ES_CES_R0,13/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260313O138,,"Informàtica, Medi ambient, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Estar matriculat en un programa de grau o màster en Informàtica, Ciència de Dades, Ciències Ambientals o un àmbit relacionat",,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de Postdoc researcher - Development of climate diagnostics (R2),https://cido.diba.cat/oposicions/21264804/1-placa-de-postdoc-researcher-development-of-climate-diagnostics-r2-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/13426esessr2,https://www.bsc.es/ca/join-us/job-opportunities/13426esessr2,Anglès,,134_26_ES_ESS_R2,27/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260313O140,,"Administració especial sense especificar, Física, Informàtica, Medi ambient, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Doctorat en Matemàtica Aplicada, Física, Enginyeria Informàtica (o equivalent)",,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de Research Engineer/Researcher Climate Services Team (RE2/R2),https://cido.diba.cat/oposicions/21264771/1-placa-de-research-engineerresearcher-climate-services-team-re2r2-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/13226esessre2,https://www.bsc.es/ca/join-us/job-opportunities/13226esessre2,"Català, castellà i anglès",,132_26_ES_ESS_RE2,13/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260313O137,,"Administració especial sense especificar, Física, Informàtica, Medi ambient, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Màster en Física, Ciències Ambientals, Matemàtiques, Informàtica o una disciplina relacionada",,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de Tècnic superior de Plataformes (G3) per les Plataformes FRCB-IDIBAPS,https://cido.diba.cat/oposicions/21265370/1-placa-de-tecnic-superior-de-plataformes-g3-per-les-plataformes-frcb-idibaps-fundacio-de-recerca-clinic-barcelona-institut-dinvestigacions-biomediques-august-pi-i-sunyer,Termini obert,https://www.clinicbarcelona.org/uploads/media/default/0022/17/061ee584b856a5d9aa5c4f192fe364928a215382.pdf,FCRBRRHH@recerca.clinic.cat,,,FU-97/2026,29/03/2026,A - Grau universitari,20260313O145,,"Biologia, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Grau en Bioinformàtica, ciències biomèdiques o similar",,https://www.clinicbarcelona.org/ca/idibaps/trabajar-idibaps/ofertes-de-treball?
1 plaça de PhD position: Development of a standardized framework for AI threat models and robustness (Project GENOME),https://cido.diba.cat/oposicions/21264648/1-placa-de-phd-position-development-of-a-standardized-framework-for-ai-threat-models-and-robustness-project-genome-fundacio-i2cat-internet-i-innovacio-digital-a-catalunya,Termini obert,https://careers.talentclue.com/en/node/123836901/4590/modal,https://jobs.genome-msca.eu/,Anglès,,123836901,"03/04/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada",A1 - Grau universitari (correspondència amb llicenciatures),20260312O176,,"Enginyeria de telecomunicacions, Enginyeria sense especificar, Informàtica, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Màster en telecomunicacions, informàtica, intel·ligència artificial o un camp d'enginyeria relacionat",,https://careers.talentclue.com/en/company/63152/offers/menu/modal?ch=100011&amp;hc=ECECEC&amp;lc=444444
Borsa de treball de places de Secretari de Direcció (Sant Joan Despí i/o Barcelona),https://cido.diba.cat/oposicions/21255481/borsa-de-treball-de-places-de-secretari-de-direccio-sant-joan-despi-io-barcelona-generalitat-de-catalunya-corporacio-catalana-de-mitjans-audiovisuals-sa-ccma,Termini obert,https://seleccio.3cat.cat/seleccio/convocatoria.jsf?idConv=3276&estat=PROCESOBERT#,,Nivell C1 de català / Nivell B1 d'anglès,,,28/03/2026 23:59 h - Termini segons el web de l'ens convocant,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260313O76,13/03/2026,"Administració especial sense especificar, Administració general, Comerç / Empresa, Imatge i so, Informàtica",Convocatòria interna/externa,Concurs oposició o valoració de mèrits i prova,Laboral temporal,Vegeu les bases,,https://seleccio.3cat.cat/seleccio/processos.jsf?estat=PROCESOBERT
Borsa de treball de places d'Oficial 1a administratiu (Sant Joan Despí i/o Barcelona),https://cido.diba.cat/oposicions/21255383/borsa-de-treball-de-places-doficial-1a-administratiu-sant-joan-despi-io-barcelona-generalitat-de-catalunya-corporacio-catalana-de-mitjans-audiovisuals-sa-ccma,Termini obert,https://seleccio.3cat.cat/seleccio/convocatoria.jsf?idConv=3276&estat=PROCESOBERT#,,Nivell C1 de català,,,28/03/2026 23:59 h - Termini segons el web de l'ens convocant,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260313O74,13/03/2026,"Administració especial sense especificar, Administració general, Comerç / Empresa, Imatge i so, Informàtica",Convocatòria interna/externa,Concurs oposició o valoració de mèrits i prova,Laboral temporal,Vegeu les bases,,https://seleccio.3cat.cat/seleccio/processos.jsf?estat=PROCESOBERT
Borsa de treball de places d'Oficial 2a administratiu (Sant Joan Despí i/o Barcelona),https://cido.diba.cat/oposicions/21255414/borsa-de-treball-de-places-doficial-2a-administratiu-sant-joan-despi-io-barcelona-generalitat-de-catalunya-corporacio-catalana-de-mitjans-audiovisuals-sa-ccma,Termini obert,https://seleccio.3cat.cat/seleccio/convocatoria.jsf?idConv=3276&estat=PROCESOBERT#,,Nivell C1 de català,,,28/03/2026 23:59 h - Termini segons el web de l'ens convocant,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260313O75,13/03/2026,"Administració especial sense especificar, Administració general, Comerç / Empresa, Imatge i so, Informàtica",Convocatòria interna/externa,Concurs oposició o valoració de mèrits i prova,Laboral temporal,Vegeu les bases,,https://seleccio.3cat.cat/seleccio/processos.jsf?estat=PROCESOBERT
1 plaça d'Enginyer de dades al projecte Projecta't,https://cido.diba.cat/oposicions/21256926/1-placa-denginyer-de-dades-al-projecte-projectat-universitat-oberta-de-catalunya-uoc,Termini obert,https://tauler.seu-e.cat/detall?idEns=18&idEdicte=617160,https://selection.uoc.edu/web/profile/login.aspx,Català i castellà,,,27/03/2026,A - Grau universitari,20260313O117,,"Enginyeria sense especificar, Informàtica. Noves tecnologies",,Concurs o valoració de mèrits,Laboral temporal,"Grau en enginyeria informàtica, enginyeria de dades, o titulacions tècniques equivalents amb especialització en sistemes d'informació o experiència professional equivalent",,https://selection.uoc.edu/web/offersjob/offers.aspx?y=PP
1 plaça de Fullstack developer PHP,https://cido.diba.cat/oposicions/21255903/1-placa-de-fullstack-developer-php-upcnet-sl,Termini obert,https://upcnet.csod.com/ux/ats/careersite/2/home/requisition/420?c=upcnet&lang=es-CA,https://upcnet.csod.com/ux/ats/careersite/2/requisition/420/application?c=upcnet&lang=es-CA&jobboardid=0#1,"Coneixements de Base de Dades: PostgreSQL, MySQL",,req420,"12/04/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada",A - Grau universitari,20260313O87,,Informàtica. Noves tecnologies,,Concurs o valoració de mèrits,Laboral temporal,Titulació universitària en STEM o similar,,https://upcnet.csod.com/ux/ats/careersite/2/home/?c=upcnet
1 plaça de PhD student in hardware-supported traffic injection (R1),https://cido.diba.cat/oposicions/21247566/1-placa-de-phd-student-in-hardware-supported-traffic-injection-r1-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/13026cshpesr1,https://www.bsc.es/ca/join-us/job-opportunities/13026cshpesr1,Anglès,,130_26_CS_HPES_R1 Position,27/03/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260311O109,,"Enginyeria sense especificar, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,Màster en l'ampli àmbit de les Ciències de la Computació i l'Electrònica,,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de PhD Position: Mixture-of-Experts for Intent-Based Networking in 6G (Project GENOME),https://cido.diba.cat/oposicions/21264610/1-placa-de-phd-position-mixture-of-experts-for-intent-based-networking-in-6g-project-genome-fundacio-i2cat-internet-i-innovacio-digital-a-catalunya,Termini obert,https://careers.talentclue.com/en/node/123488369/4590/modal,https://jobs.genome-msca.eu/,Anglès,,123488369,"03/04/2026 - Data orientativa; si teniu algun dubte, consulteu l'ens convocant / Obert fins a trobar la persona candidata adequada",A1 - Grau universitari (correspondència amb llicenciatures),20260312O175,,"Enginyeria de telecomunicacions, Enginyeria sense especificar, Informàtica, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Màster en telecomunicacions, informàtica, intel·ligència artificial o un camp d'enginyeria relacionat",,https://careers.talentclue.com/en/company/63152/offers/menu/modal?ch=100011&amp;hc=ECECEC&amp;lc=444444
1 plaça de Specialist Technician - Research Data and Open Science,https://cido.diba.cat/oposicions/21248103/1-placa-de-specialist-technician-research-data-and-open-science-institut-dinvestigacio-biomedica-de-bellvitge-idibell,Termini obert,https://idibell.fundanetsuite.com/convocatoriaspropias/es/Convocatorias/VerConvocatoria/1927,https://idibell.fundanetsuite.com/convocatoriaspropias/es/Convocatorias/VerConvocatoria/1927,"Català, castellà i anglès",,26-026_SS_BP,02/04/2026,A - Grau universitari,20260312O159,,"Administració especial sense especificar, Enginyeria sense especificar, Noves tecnologies, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Titulació universitària, preferentment en Ciència de Dades, Matemàtiques o Enginyeria",,https://idibell.fundanetsuite.com/convocatoriaspropias/es/Convocatorias/DetalleTipoConvocatoria/OE
1 plaça de Professor agregat per a l'Àrea de Coneixement: Ciència de la Computació i Intel·ligència Artificial (PA214),https://cido.diba.cat/oposicions/21237567/1-plaaa-de-professor-agregat-per-a-larea-de-coneixement-ciancia-de-la-computacia-i-intelligancia-artificial-pa214-universitat-de-lleida-udl,Termini obert,https://portaldogc.gencat.cat/utilsEADOP/AppJava/PdfProviderServlet?documentId=1039177&type=01&language=ca_ES,https://seuelectronica.udl.cat/registreelectronic.php,Nivell C1 de català,,105,13/04/2026,A1 - Grau universitari (correspondència amb llicenciatures),20260312O43,,"Ensenyament universitari, Informàtica, Recerca / Laboratori",,Concurs oposició o valoració de mèrits i prova,Laboral,Títol de doctor,,https://www.udl.cat/ca/serveis/personal/PDI/Concursos/Contractats/
1 plaça de Junior Helpdesk Linux - (First level),https://cido.diba.cat/oposicions/21247560/1-placa-de-junior-helpdesk-linux-first-level-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/12526escesre1,https://www.bsc.es/ca/join-us/job-opportunities/12726ophjhl,"Català, castellà i anglès",,127_26_OP_H_JHL,30/04/2026,"C1 - Batxillerat, FP 2n grau, cicles formatius grau superior",20260311O108,,"Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,Cicle Formatiu de Grau Superior (FP II) en Informàtica o titulació tècnica,,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
1 plaça de Research Engineer HPC developer (RE1),https://cido.diba.cat/oposicions/21247548/1-placa-de-research-engineer-hpc-developer-re1-barcelona-supercomputing-center-centro-nacional-de-supercomputacion-bsc-cns,Termini obert,https://www.bsc.es/ca/join-us/job-opportunities/6226caseqre1,https://www.bsc.es/ca/join-us/job-opportunities/6226caseqre1,Anglès,,62_26_CASE_Q_RE1,30/04/2026,A - Grau universitari,20260311O106,,"Física, Informàtica, Recerca / Laboratori",,Concurs o valoració de mèrits,Laboral temporal,"Grau completat en Física, Informàtica o una titulació equivalent",,https://www.bsc.es/ca/uneix-te/oportunitats-de-feina
